,id,title,labels,fold
373,15740631,Age and manifestation related symptoms in familial adenomatous polyposis.,"Abdominal Pain	Adenomatous Polyposis Coli	Adolescent	Adult	Aged	Anemia	Child	Child, Preschool	Colonic Neoplasms	Comorbidity	Constipation	Diarrhea	Female	Fibromatosis, Aggressive	Humans	Male	Middle Aged	Occult Blood	Retroperitoneal Neoplasms	Retrospective Studies",9
374,15784156,Mutations of PIK3CA in gastric adenocarcinoma.,Adenocarcinoma	Humans	Microsatellite Repeats	Mutation	Phosphatidylinositol 3-Kinases	Stomach Neoplasms,1
375,15790416,Compliance and toxicity of adjuvant CMF in elderly breast cancer patients: a single-center experience.,"Aged	Antineoplastic Combined Chemotherapy Protocols	Breast Neoplasms	Chemotherapy, Adjuvant	Cyclophosphamide	Disease-Free Survival	Female	Fluorouracil	Hematologic Diseases	Humans	Methotrexate	Middle Aged	Patient Compliance	Radiotherapy, Adjuvant	Retrospective Studies",4
376,15801977,The optimal starting time of postoperative intraperitoneal mitomycin-C therapy with preserved intestinal wound healing.,"Animals	Antibiotics, Antineoplastic	Drug Administration Schedule	Female	Injections, Intraperitoneal	Mitomycin	Postoperative Care	Random Allocation	Rats	Rats, Wistar	Wound Healing",1
377,15784137,"A cell behavior screen: identification, sorting, and enrichment of cells based on motility.","Cell Line, Tumor	Cell Movement	Cell Separation	Fluorescence	Glioblastoma	Humans	Microspheres",3
378,15796781,Identification and characterization of Iporin as a novel interaction partner for rab1.,"Autoantigens	Base Sequence	Biological Transport	Carrier Proteins	Cytosol	Endoplasmic Reticulum	Humans	Membrane Proteins	Molecular Sequence Data	Mutation, Missense	Peptides	Protein Binding	Tissue Distribution	Two-Hybrid System Techniques	rab1 GTP-Binding Proteins	src Homology Domains",3
379,15790397,NXT2 is required for embryonic heart development in zebrafish.,"Active Transport, Cell Nucleus	Alternative Splicing	Animals	Cell Differentiation	Cloning, Organism	DNA Transposable Elements	Edema, Cardiac	Heart	Heart Defects, Congenital	Heart Valves	Myocardium	Nuclear Export Signals	Phenotype	RNA, Antisense	RNA, Messenger	Reverse Transcriptase Polymerase Chain Reaction	Transcription, Genetic	Zebrafish	Zebrafish Proteins",6
380,15790395,Acne and smoking: is there a relationship?,Acne Vulgaris	Adolescent	Adult	Female	Humans	Male	Odds Ratio	Risk Factors	Smoking	Surveys and Questionnaires,7
381,15804365,The relationship between Video Display Terminals (VDTs) usage and dermatologic manifestations: a cross sectional study.,Adult	Computer Terminals	Cross-Sectional Studies	Facial Dermatoses	Female	Humans	Male	Middle Aged	Occupational Diseases	Time Factors,6
382,15777474,Comparative analysis of the Saccharomyces cerevisiae and Caenorhabditis elegans protein interaction networks.,"Animals	Caenorhabditis elegans	Evolution, Molecular	Genome	Likelihood Functions	Models, Statistical	Phylogeny	Protein Interaction Mapping	Saccharomyces cerevisiae	Species Specificity",9
383,15788102,Evolutionary cores of domain co-occurrence networks.,"Animals	Cluster Analysis	Computational Biology	Databases, Protein	Evolution, Molecular	Genomics	Humans	Models, Genetic	Models, Statistical	Protein Binding	Protein Interaction Mapping	Protein Structure, Tertiary	Proteins	Proteomics	Saccharomyces cerevisiae	Sequence Analysis, Protein	Signal Transduction	Species Specificity",9
384,15804362,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,"Amino Acid Motifs	Asia	DNA, Mitochondrial	European Continental Ancestry Group	Evolution, Molecular	Genetic Variation	Genetics, Population	Genome, Human	Haplotypes	Humans	India	Molecular Sequence Data	Mutation	Phylogeny	Time Factors",4
385,15762982,Family physicians' involvement and self-reported comfort and skill in care of children with behavioral and emotional problems: a population-based survey.,"Attention Deficit Disorder with Hyperactivity	Attitude of Health Personnel	British Columbia	Child	Child Behavior Disorders	Clinical Competence	Empathy	Family Practice	Female	Humans	Male	Mood Disorders	Physician-Patient Relations	Physicians, Family	Primary Health Care	Referral and Consultation	Surveys and Questionnaires	Time Factors",2
386,15784133,Trends in the prevalence and management of diagnosed type 2 diabetes 1994-2001 in England and Wales.,"Adolescent	Adult	Aged	Aged, 80 and over	Blood Pressure	Body Mass Index	Child	Child, Preschool	Cholesterol	Diabetes Mellitus, Type 2	Drug Monitoring	England	Family Practice	Female	Hemoglobin A, Glycosylated	Humans	Hypoglycemic Agents	Infant	Infant, Newborn	Male	Medical Records, Problem-Oriented	Metformin	Middle Aged	Practice Guidelines as Topic	Prevalence	Registries	Risk Factors	Thiazolidinediones	Wales",0
387,15790420,The relation between plasma tyrosine concentration and fatigue in primary biliary cirrhosis and primary sclerosing cholangitis.,"Adult	Aged	Amino Acids	Biomarkers	Cholangitis, Sclerosing	Fatigue	Female	Humans	Liver Cirrhosis, Biliary	Male	Middle Aged	Osmolar Concentration	Quality of Life	Severity of Illness Index	Tyrosine",8
388,15801978,Epidermal growth factor mediates detachment from and invasion through collagen I and Matrigel in Capan-1 pancreatic cancer cells.,"Antigens, CD29	Biocompatible Materials	Cell Adhesion	Cell Line, Tumor	Collagen	Collagen Type I	Dose-Response Relationship, Drug	Drug Combinations	Epidermal Growth Factor	Humans	Integrin alpha2	Laminin	Neoplasm Invasiveness	Pancreatic Neoplasms	Phosphatidylinositol 3-Kinases	Proteoglycans	Receptor, Epidermal Growth Factor	Receptor, ErbB-2	Signal Transduction	Time Factors",1
389,15760479,"Isolation by distance, web service.","Computer Graphics	Genetics, Population	Geography	Humans	Internet	Models, Genetic	User-Computer Interface",6
390,15766385,Rim 2/Hipa CACTA transposon display: a new genetic marker technique in Oryza species.,"Base Sequence	Centromere	Chromosome Mapping	DNA Transposable Elements	Genes, Plant	Genetic Linkage	Genetic Markers	Oryza	Plant Proteins	Polymorphism, Genetic	Species Specificity	Transposases",7
391,15771775,X- and Y-chromosome specific variants of the amelogenin gene allow sex determination in sheep (Ovis aries) and European red deer (Cervus elaphus).,"Amelogenin	Animals	Cattle	DNA Primers	Deer	Dental Enamel Proteins	Genes, X-Linked	Genes, Y-Linked	Genetic Variation	Polymerase Chain Reaction	Sequence Analysis, DNA	Sex Determination Analysis	Sheep",2
392,15748293,Global transcriptome analysis of the C57BL/6J mouse testis by SAGE: evidence for nonrandom gene order.,"Animals	Cluster Analysis	Computational Biology	Data Interpretation, Statistical	Databases, Genetic	Gene Expression Profiling	Gene Expression Regulation	Gene Library	Gene Order	Genetic Linkage	Genomics	Male	Mice	Mice, Inbred C57BL	Models, Statistical	Multigene Family	RNA	Sequence Analysis, DNA	Testis	Transcription, Genetic	X Chromosome",6
393,15752424,"A new Apicomplexa-specific protein kinase family: multiple members in Plasmodium falciparum, all with an export signature.","Animals	Antigenic Variation	Antigens, Protozoan	Apicomplexa	Catalytic Domain	Chromosome Mapping	Conserved Sequence	Erythrocyte Membrane	Erythrocytes	Humans	Models, Biological	Molecular Sequence Data	Multigene Family	Phylogeny	Plasmodium	Plasmodium falciparum	Plasmodium vivax	Plasmodium yoelii	Protein Kinases	Protein Structure, Tertiary	Protozoan Proteins",3
394,15760464,Marine genomics: a clearing-house for genomic and transcriptomic data of marine organisms.,"Animals	Anthozoa	Computational Biology	Databases, Genetic	Dolphins	Expressed Sequence Tags	Fishes	Genome	Genomics	Internet	Mollusca	National Institutes of Health (U.S.)	Oligonucleotide Array Sequence Analysis	RNA, Messenger	Species Specificity	Transcription, Genetic	United States",4
395,15762992,A qualitative assessment of direct-labeled cDNA products prior to microarray analysis.,"Computational Biology	DNA, Complementary	Electrophoresis, Agar Gel	Genomics	Humans	Nucleic Acid Hybridization	Oligonucleotide Array Sequence Analysis	Polymerase Chain Reaction	RNA",3
396,15780142,A gene expression fingerprint of C. elegans embryonic motor neurons.,"Animals	Axons	Caenorhabditis elegans	Cell Differentiation	Cell Movement	Cell Separation	Databases, Genetic	Flow Cytometry	Gene Expression Profiling	Gene Expression Regulation	Genes, Reporter	Green Fluorescent Proteins	Microscopy, Fluorescence	Models, Biological	Motor Neurons	Neurons	Nucleic Acid Hybridization	Oligonucleotide Array Sequence Analysis	Promoter Regions, Genetic	RNA	Receptors, Nicotinic	Signal Transduction	Transgenes",4
397,15784153,"Protein encoding genes in an ancient plant: analysis of codon usage, retained genes and splice sites in a moss, Physcomitrella patens.","Alternative Splicing	Arabidopsis	Binding Sites	Bryophyta	Bryopsida	Cluster Analysis	Codon	Computational Biology	Conserved Sequence	Databases, Genetic	Evolution, Molecular	Expressed Sequence Tags	Gene Expression Regulation	Genes, Plant	Genetic Vectors	Genome, Plant	Models, Genetic	Open Reading Frames	Plant Physiological Phenomena	RNA, Messenger",5
398,15788094,Gene expression analysis reveals that histone deacetylation sites may serve as partitions of chromatin gene expression domains.,"Binding Sites	Chromatin	Chromatin Immunoprecipitation	Computational Biology	Gene Expression	Gene Expression Regulation	Gene Expression Regulation, Fungal	Genes, Fungal	Genome, Fungal	Genomics	Histone Deacetylases	Histones	Models, Statistical	Oligonucleotide Array Sequence Analysis	Protein Structure, Tertiary	Saccharomyces cerevisiae Proteins",0
399,15804358,Transcription of the human and rodent SPAM1 / PH-20 genes initiates within an ancient endogenous retrovirus.,"Alternative Splicing	Animals	Base Sequence	Cell Adhesion Molecules	Computational Biology	DNA Primers	DNA Transposable Elements	Endogenous Retroviruses	Female	Gene Expression Regulation	Genomics	Humans	Hyaluronoglucosaminidase	Male	Mice	Mice, Inbred C57BL	Molecular Sequence Data	Phosphorylation	Promoter Regions, Genetic	Reverse Transcriptase Polymerase Chain Reaction	Sex Factors	Signal Transduction	Software	Testis",8
400,15804363,How to find soluble proteins: a comprehensive analysis of alpha/beta hydrolases for recombinant expression in E. coli.,"Animals	DNA Primers	Databases, Protein	Escherichia coli	Gene Library	Genetic Techniques	Genomics	Humans	Hydrolases	Models, Chemical	Models, Statistical	Phylogeny	Protein Engineering	Protein Folding	Proteins	Proteomics	Recombinant Proteins	Sequence Analysis, DNA	Software	Solubility",5
401,15807902,Conversion of cDNA differential display results (DDRT-PCR) into quantitative transcription profiles.,"Brassica napus	Computational Biology	DNA Primers	DNA, Complementary	Densitometry	Gene Expression Profiling	Gene Library	Genes, Fungal	Genetic Techniques	Genomics	Models, Statistical	Oligonucleotide Array Sequence Analysis	Polymerase Chain Reaction	RNA, Messenger	Reverse Transcriptase Polymerase Chain Reaction	Sequence Analysis, DNA	Software	Transcription, Genetic",7
402,15811185,Genotyping DNA pools on microarrays: tackling the QTL problem of large samples and large numbers of SNPs.,"Alleles	Chromosome Mapping	DNA Primers	Gene Frequency	Genotype	Humans	Oligonucleotide Array Sequence Analysis	Polymorphism, Single Nucleotide	Quantitative Trait Loci	Reproducibility of Results	Sensitivity and Specificity	Sequence Analysis, DNA	Software",3
403,15774005,Incomplete functional recovery after delirium in elderly people: a prospective cohort study.,"Aged	Aged, 80 and over	Delirium	Female	Frail Elderly	Humans	Male	Middle Aged	Prospective Studies	Recovery of Function",6
404,15755330,Cost savings associated with improving appropriate and reducing inappropriate preventive care: cost-consequences analysis.,"Adult	Aged	Cost Savings	Education, Medical, Continuing	Family Practice	Female	Group Practice	Health Services Misuse	Humans	Male	Middle Aged	Nurse's Role	Ontario	Practice Patterns, Physicians'	Preventive Health Services	Primary Health Care",1
405,15762983,International variation in prescribing antihypertensive drugs: its extent and possible explanations.,"Antihypertensive Agents	Attitude of Health Personnel	Awareness	Canada	Clinical Trials as Topic	Drug Costs	Drug Industry	Drug Prescriptions	Drug Utilization	Europe	Health Services Misuse	Humans	Practice Patterns, Physicians'	Surveys and Questionnaires	United States",7
406,15766381,"Time on wait lists for coronary bypass surgery in British Columbia, Canada, 1991-2000.","Aged	Aged, 80 and over	British Columbia	Cohort Studies	Comorbidity	Coronary Artery Bypass	Female	Financing, Government	Health Priorities	Health Services Accessibility	Humans	Male	Middle Aged	Probability	Registries	State Government	Time Factors	Waiting Lists",6
407,15766380,Is expanding Medicare coverage cost-effective?,Aged	Cohort Studies	Cost-Benefit Analysis	Health Expenditures	Health Policy	Health Services Research	Humans	Markov Chains	Medically Uninsured	Medicare	Medicare Part B	Quality-Adjusted Life Years,5
408,15769297,A model for empowerment of nursing in Iran.,"Adult	Female	Humans	Interviews as Topic	Iran	Male	Middle Aged	Models, Nursing	Nursing Administration Research	Nursing Staff, Hospital	Organizational Culture	Organizational Innovation	Power (Psychology)	Professional Autonomy	Qualitative Research	Regression Analysis	Societies, Nursing",9
409,15790401,Medical healthcare use in Parkinson's disease: survey in a cohort of ambulatory patients in Italy.,Adult	Aged	Antiparkinson Agents	Comorbidity	Cross-Sectional Studies	Drug Prescriptions	Electric Stimulation Therapy	Female	Health Services	Hospitalization	Humans	Italy	Levodopa	Male	Middle Aged	Neurology	Office Visits	Parkinson Disease	Patient Care Team	Utilization Review,9
410,15801985,General practitioners' satisfaction with and attitudes to out-of-hours services.,"Adult	After-Hours Care	Appointments and Schedules	Attitude of Health Personnel	Cooperative Behavior	Delivery of Health Care, Integrated	Emergency Service, Hospital	Family Practice	Female	Humans	Interprofessional Relations	Male	Middle Aged	Netherlands	Physicians, Family	Referral and Consultation	Surveys and Questionnaires",3
411,15752429,A HEV-restricted sulfotransferase is expressed in rheumatoid arthritis synovium and is induced by lymphotoxin-alpha/beta and TNF-alpha in cultured endothelial cells.,"Antigens, Surface	Arthritis, Rheumatoid	Cells, Cultured	Chemotaxis, Leukocyte	Endothelial Cells	Endothelium, Vascular	Humans	L-Selectin	Lymphotoxin-alpha	Lymphotoxin-beta	Membrane Proteins	Receptors, Lymphocyte Homing	Sulfotransferases	Synovial Membrane	Tumor Necrosis Factor-alpha	Venules",8
412,15748280,Heterologous expression in Tritrichomonas foetus of functional Trichomonas vaginalis AP65 adhesin.,"Animals	Antibodies, Monoclonal	Cell Adhesion	Cell Adhesion Molecules	Cell Fractionation	Cell Line, Transformed	Cell Membrane	DNA, Recombinant	Epithelial Cells	Female	Gene Expression	Humans	Immunoblotting	Microscopy, Fluorescence	Plasmids	Protein Transport	Protozoan Proteins	Transfection	Trichomonas vaginalis	Tritrichomonas foetus	Vagina",6
413,15790393,Cloning and transcriptional analysis of the mouse receptor activity modifying protein-1 gene promoter.,"5' Flanking Region	Animals	Base Sequence	Cell Line, Tumor	Cloning, Molecular	Gene Expression Regulation	Intracellular Signaling Peptides and Proteins	Membrane Proteins	Mice	Molecular Sequence Data	Muscle Fibers, Skeletal	Myoblasts	Promoter Regions, Genetic	Receptor Activity-Modifying Proteins	Repressor Proteins	Sequence Analysis, DNA	Transcription Initiation Site	Transfection",6
414,15790391,First molecular screening of deafness in the Altai Republic population.,"Adolescent	Adult	Aged	Child	Child, Preschool	Connexin 26	Connexins	DNA Mutational Analysis	Deafness	Female	Genetic Testing	Humans	Male	Middle Aged	Mitochondria	Siberia",3
415,15799783,The GABBR1 locus and the G1465A variant is not associated with temporal lobe epilepsy preceded by febrile seizures.,"Adult	DNA Mutational Analysis	Epilepsy, Temporal Lobe	Female	Genetic Predisposition to Disease	Humans	Male	Polymorphism, Single Nucleotide	Receptors, GABA-B	Seizures, Febrile	Syndrome",1
